url,parsed_category,manual_category_id,manual_category_en,manual_category,s3_url
https://rutube.ru/video/71bae0ad0ee61339fc8faeacef7027a6/,"('Президент - горничная! - серия 27 / Kaichou wa meido-sama!', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/71bae0ad0ee61339fc8faeacef7027a6.mp4
https://rutube.ru/video/85105a8dee2f1fade90e3951ba62f0d0/,"('Атака Титанов - сравнение дубляжа DEEP (РуАниме) и «Студийной Банды»', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/85105a8dee2f1fade90e3951ba62f0d0.mp4
https://rutube.ru/video/4313978b579b72bb9a19fc16b5fef232/,"('20 ЛУЧШИХ ТРЕЙЛЕРОВ аниме сериалов ОСЕНЬ 2022 на AniMeow | ЧТО ПОСМОТРЕТЬ В 2022', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/4313978b579b72bb9a19fc16b5fef232.mp4
https://rutube.ru/video/09577d13d97015440875a8931b794447/,"('Атака Титанов: Последняя Атака', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/09577d13d97015440875a8931b794447.mp4
https://rutube.ru/video/d9229991afcc92464e04d318effd058f/,"('Надя с загадочного моря 16 серия (аниме-сериал, 1990) (русские субтитры)', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/d9229991afcc92464e04d318effd058f.mp4
https://rutube.ru/video/6c96553552c8f88866e5f244f3efb8c1/,"('(OVA) Очень приятно, Бог - сезон 2 серия 16 / Kamisama hajimemashita', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/6c96553552c8f88866e5f244f3efb8c1.mp4
https://rutube.ru/video/ade8f3276e6312e86a9ce5bc5f4c87df/,"('Гуррен-Лаганн - серия 8 / Tengen Toppa Gurren Lagann', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/ade8f3276e6312e86a9ce5bc5f4c87df.mp4
https://rutube.ru/video/5e6a566bea497140f58bc0ba6aa678db/,"('Добро пожаловать в NHK 23 серия (аниме-сериал, 2006)', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/5e6a566bea497140f58bc0ba6aa678db.mp4
https://rutube.ru/video/2e6c5019183bea0a4494744564a3df15/,"('Драконий жемчуг 55 серия (аниме-сериал, 1986-1989)', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/2e6c5019183bea0a4494744564a3df15.mp4
https://rutube.ru/video/b7de1ae017b850e5f20152a6fa8a832f/,"('Фильмы от Хаяо Миядзаки | Часть 1', 41, 'Аниме')",1,Anime,Аниме,https://storage.yandexcloud.net/rutube-tagging/b7de1ae017b850e5f20152a6fa8a832f.mp4
https://rutube.ru/video/ed11140b6e776891aa92c41a416dd7cb/,"('Корней Чуковский. Доктор Айболит, часть 1, глава 12', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/ed11140b6e776891aa92c41a416dd7cb.mp4
https://rutube.ru/video/51b377e74c82fa1325205943e921b2ee/,"('Адам Робертс «Уничтожение вредителей» (Часть 3 из 3), 2005 (78)', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/51b377e74c82fa1325205943e921b2ee.mp4
https://rutube.ru/video/3fea6bd428e02c38e32dd700536e3700/,"('ПО ЩУЧЬЕМУ ВЕЛЕНЬЮ. Русская народная сказка. Аудиосказка', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/3fea6bd428e02c38e32dd700536e3700.mp4
https://rutube.ru/video/44304ec49790b2c98d05f40534e193f3/,"('«МАСТЕР И МАРГАРИТА». ГЛАВА 5. Было дело в Грибоедове', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/44304ec49790b2c98d05f40534e193f3.mp4
https://rutube.ru/video/36f8736e9095805c852b20cc9d13e0fd/,"('МИХАИЛ ЗОЩЕНКО - ""ГОСТИ""', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/36f8736e9095805c852b20cc9d13e0fd.mp4
https://rutube.ru/video/f19ad1c071d7dd18575af76ff8a24071/,"('""КЕНГУРЕНОК ДЖАМПИ"" Читает Аделина Миколюк. Ауд-я: 0+', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/f19ad1c071d7dd18575af76ff8a24071.mp4
https://rutube.ru/video/82a4d82bdfa4669170ade5ade24d55f9/,"('597. Перемены – это хорошо… Начнем с тебя?', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/82a4d82bdfa4669170ade5ade24d55f9.mp4
https://rutube.ru/video/85105a8dee2f1fade90e3951ba62f0d0/,"('Атака Титанов - сравнение дубляжа DEEP (РуАниме) и «Студийной Банды»', 41, 'Аниме')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/85105a8dee2f1fade90e3951ba62f0d0.mp4
https://rutube.ru/video/527867fac9d91b32d77d7bc3fe1d3104/,"('Украденная жизнь Любовное фэнтези аудиокнига', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/527867fac9d91b32d77d7bc3fe1d3104.mp4
https://rutube.ru/video/ef27cc0068154d708c7c5419703c4c9a/,"('Шамбала:Оазис Света. Гл.8-9. Э.Томас (А.Томашевский).Аудиокнига', 60, 'Аудиокниги')",2,Audiobooks,Аудиокниги,https://storage.yandexcloud.net/rutube-tagging/ef27cc0068154d708c7c5419703c4c9a.mp4
https://rutube.ru/video/5b6a2166ff1ba47314baf6096c04ddcc/,"('Построение структуры  Система роста. Анна Горбачева', 67, 'Бизнес и предпринимательство')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/5b6a2166ff1ba47314baf6096c04ddcc.mp4
https://rutube.ru/video/85105a8dee2f1fade90e3951ba62f0d0/,"('Атака Титанов - сравнение дубляжа DEEP (РуАниме) и «Студийной Банды»', 41, 'Аниме')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/85105a8dee2f1fade90e3951ba62f0d0.mp4
https://rutube.ru/video/85105a8dee2f1fade90e3951ba62f0d0/,"('Атака Титанов - сравнение дубляжа DEEP (РуАниме) и «Студийной Банды»', 41, 'Аниме')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/85105a8dee2f1fade90e3951ba62f0d0.mp4
https://rutube.ru/video/85105a8dee2f1fade90e3951ba62f0d0/,"('Атака Титанов - сравнение дубляжа DEEP (РуАниме) и «Студийной Банды»', 41, 'Аниме')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/85105a8dee2f1fade90e3951ba62f0d0.mp4
https://rutube.ru/video/b2b9172b9d4264d11145a9ced5094faf/,"('Правда про франшизы в России. Опыт Pedant.ru 5 млрд и 600 точек', 67, 'Бизнес и предпринимательство')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/b2b9172b9d4264d11145a9ced5094faf.mp4
https://rutube.ru/video/85105a8dee2f1fade90e3951ba62f0d0/,"('Атака Титанов - сравнение дубляжа DEEP (РуАниме) и «Студийной Банды»', 41, 'Аниме')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/85105a8dee2f1fade90e3951ba62f0d0.mp4
https://rutube.ru/video/c1f56ba54b222ae9f7c9b37d1e171c48/,"('Как HR может помочь бизнесу улучшить маркетинг?', 67, 'Бизнес и предпринимательство')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/c1f56ba54b222ae9f7c9b37d1e171c48.mp4
https://rutube.ru/video/ff2a8becb2fa7f5f82bba4197559c3cf/,"('Бизнес на ярмарках в ТЦ. Выгодно ли? Как работают Торговые Центры?', 67, 'Бизнес и предпринимательство')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/ff2a8becb2fa7f5f82bba4197559c3cf.mp4
https://rutube.ru/video/158265763c7782618af6e4c202679fd9/,"('Роман Ершов (Аskona Life Group)  на Furniture Retail Forum 2020 (24 ноября 2020 года)', 67, 'Бизнес и предпринимательство')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/158265763c7782618af6e4c202679fd9.mp4
https://rutube.ru/video/a49a0b07c149af2b4ed4cc94f399d1de/,"('Как скрипт звонка спасает переговоры, продажи и репутацию компании. Холодный звонок АСУ 21 ВЕК', 67, 'Бизнес и предпринимательство')",3,Business,Бизнес,https://storage.yandexcloud.net/rutube-tagging/a49a0b07c149af2b4ed4cc94f399d1de.mp4
https://rutube.ru/video/c2c5a9f12842dc688f95c4fd51b86bc1/,"('ЭТО СВЕРШИЛОСЬ! Я КУПИЛ ОФИС И СДЕЛАЛ ОРГАНИЗАЦИЮ! GTA 5 RP MURRIETA!', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/c2c5a9f12842dc688f95c4fd51b86bc1.mp4
https://rutube.ru/video/75029800c1b279e65ea37b8ee561a281/,"('Grand Theft Auto V 2024.09.19 - 23.26.21.04.DVR - Trim2', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/75029800c1b279e65ea37b8ee561a281.mp4
https://rutube.ru/video/664e41a9df7197ad439c67d10004ba95/,"(""Новый кровавый Шедевр (РЕЛИЗ 18+) - Senua's Saga: Hellblade 2 #1"", 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/664e41a9df7197ad439c67d10004ba95.mp4
https://rutube.ru/video/2ecb0a65a836507ea111eee0340880db/,"('Младенец в желтом (The Baby In Yellow) Часть 1 - Эпизод 2 ""Лаборатория"" (episode 2 ""Laboratory"")', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/2ecb0a65a836507ea111eee0340880db.mp4
https://rutube.ru/video/6bed3415e99727b9a8e8cb9b7b1a8abf/,"('Dota 2 WTF Moments 545', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/6bed3415e99727b9a8e8cb9b7b1a8abf.mp4
https://rutube.ru/video/7fe2d08520b032d3f631e3128a8dd28a/,"('Once Human - Фаза 5: День четвёртый. Ночной стрим.', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/7fe2d08520b032d3f631e3128a8dd28a.mp4
https://rutube.ru/video/eb400b42bc6de612a96fc31735dbe925/,"('Mortal Kombat 1 Khaos Reigns - Official Launch Trailer', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/eb400b42bc6de612a96fc31735dbe925.mp4
https://rutube.ru/video/25696c40ca62dbb73bad1a1807b09797/,"('100 Дней Выживания Майнкрафт Строим Совещательную', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/25696c40ca62dbb73bad1a1807b09797.mp4
https://rutube.ru/video/5a02ffbb2b48f403f7c7f86a6c909148/,"('как сделать бесплатно домик если в кармане 0 баксов', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/5a02ffbb2b48f403f7c7f86a6c909148.mp4
https://rutube.ru/video/0acda6bbe6ced9fb7beb0715a5f6823d/,"('ВСЕ НОВЫЕ ЗЛЫЕ КОНЦОВКИ + ОБЗОР 7 ПАТЧА Baldur’s Gate 3', 22, 'Видеоигры')",4,Video games,Видеоигры,https://storage.yandexcloud.net/rutube-tagging/0acda6bbe6ced9fb7beb0715a5f6823d.mp4
https://rutube.ru/video/1352e199545efe13ba2d06a0e775a9e2/,"('АЛЕКСАНДР  ВИНИЦКИЙ. Гитарист, композитор и аранжировщик #АртАкцент', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/1352e199545efe13ba2d06a0e775a9e2.mp4
https://rutube.ru/video/4ea5fc297701906e3c58c735b8049978/,"('Почему женщины «ОХРЕНЕВАЮТ». Влияние Instagram на Жизнь. Здоровая психика и интуиция Арсен Маркарян', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/4ea5fc297701906e3c58c735b8049978.mp4
https://rutube.ru/video/75fcdc7d56df9e3f46feefdfdb5354c8/,"('Сергей Хомченков. Интервью с участником третьей волны программы ""АВТОР"".', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/75fcdc7d56df9e3f46feefdfdb5354c8.mp4
https://rutube.ru/video/e7fb421c213fa05a74779d8b79a55070/,"('Альберт Батыргазиев: про детство, гонорары, Конора, Турки, боксерский UFC (Часть I)', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/e7fb421c213fa05a74779d8b79a55070.mp4
https://rutube.ru/video/56fdf9fab27b203aff343e69451405a1/,"('Как не допустить конфликтов в семье? Интервью с Джамшидом Киргизовым: Воспитание семейных ценностей', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/56fdf9fab27b203aff343e69451405a1.mp4
https://rutube.ru/video/bf67ce3c647370f8d513ca28dfaecff8/,"('«Культурный шок» — Аскольд Запашный', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/bf67ce3c647370f8d513ca28dfaecff8.mp4
https://rutube.ru/video/dbf3b7dba2d74659c299746899406cd0/,"('«Всё опять повторится с начала...» - новый церковный год по православному календарю', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/dbf3b7dba2d74659c299746899406cd0.mp4
https://rutube.ru/video/cd29049f5b1c065d5f59e223462c83ba/,"('#4: Валентин Толкунов. Серия интервью ""Цена плохой коммуникации"" от модератора Григория Айриева', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/cd29049f5b1c065d5f59e223462c83ba.mp4
https://rutube.ru/video/5a50148a275752f6dd325e22a2ce6de3/,"('Почему сорвался приезд миссии МВФ в Москву и к чему ведут экономику России – Голубовский', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/5a50148a275752f6dd325e22a2ce6de3.mp4
https://rutube.ru/video/b982617423683652656ccb0715157d8a/,"('002 Интервью с фото моделью НЮ. Елена.', 58, 'Интервью')",5,Interview,Интервью,https://storage.yandexcloud.net/rutube-tagging/b982617423683652656ccb0715157d8a.mp4
https://rutube.ru/video/83bc36638dd95457a7a80556181d56d2/,"('Вечный Зов (Девятая серия) Война!', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/83bc36638dd95457a7a80556181d56d2.mp4
https://rutube.ru/video/498dd67ecef4770e6179b016dcf7f9ad/,"('Поезд вне расписания (2018) Короткометражный фильм', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/498dd67ecef4770e6179b016dcf7f9ad.mp4
https://rutube.ru/video/19bd99e1d21344eb16e82e1da102f27b/,"('Контроль - Трейлер (2023) / Захватывающий фильм / Отличный фильм', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/19bd99e1d21344eb16e82e1da102f27b.mp4
https://rutube.ru/video/069ed04174dce1a0188dc9e6a7edb603/,"('Антология ужасов 4 / Anthology of horror 4 (2017)', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/069ed04174dce1a0188dc9e6a7edb603.mp4
https://rutube.ru/video/706ad097359f7cc6d007701d551b7679/,"('Дастур (2024, фильм) / Ужасы 18+ / Смотреть онлайн', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/706ad097359f7cc6d007701d551b7679.mp4
https://rutube.ru/video/2e1ecf3e724fa17ab80c1bab94f4f7cf/,"('Христианский фильм  ""Главное услышать"" 2018. Жанр: Драма, семейный', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/2e1ecf3e724fa17ab80c1bab94f4f7cf.mp4
https://rutube.ru/video/b32a625ab469910d422d362112c0f659/,"('Почему ты? (Фильм, 2024) / Смотреть фильм онлайн', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/b32a625ab469910d422d362112c0f659.mp4
https://rutube.ru/video/37cf3b59bf1037d482dcd152725739a5/,"('Астрал. Ночь в могиле (фильм, 2024) / Смотреть онлайн', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/37cf3b59bf1037d482dcd152725739a5.mp4
https://rutube.ru/video/2a80727d7775e95da024c6649cf77ff4/,"('Гадкий я 4 (2024) Полный фильм смотреть', 4, 'Фильмы')",7,Movie,Кино,https://storage.yandexcloud.net/rutube-tagging/2a80727d7775e95da024c6649cf77ff4.mp4
https://rutube.ru/video/d5f2d60b77cc0c3c2edf8db2493bb359/,"('Макияж няшек #макияж #няшки', 73, 'Лайфстайл')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/d5f2d60b77cc0c3c2edf8db2493bb359.mp4
https://rutube.ru/video/f620e5c82fdb2b8fec35d0f73cf6e6a0/,"('мой повседневный макияж ? делаю макияж няшки', 55, 'Лайфхаки')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/f620e5c82fdb2b8fec35d0f73cf6e6a0.mp4
https://rutube.ru/video/60bc1f9f92f91172160dc594e714ce1c/,"('Мастер класс по макияжу Оксаны Назаровой - Дневной макияж', 17, 'Обучение')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/60bc1f9f92f91172160dc594e714ce1c.mp4
https://rutube.ru/video/b55b17a89200dd07d25ba060eec7fd8b/,"('ОБЗОР ПАЛЕТКИ BENVENUTI A ROMA ОТ ESSENCE', 44, 'Красота')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/b55b17a89200dd07d25ba060eec7fd8b.mp4
https://rutube.ru/video/49325d5a7c51d78ef47a71db8d301f95/,"('Примерка прозрачной одежды с WB', 13, 'Разное')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/49325d5a7c51d78ef47a71db8d301f95.mp4
https://rutube.ru/video/5d769dc4293145207e28b03e6970a7eb/,"('НЕВЕРОЯТНЫЕ ЛАЙФХАКИ КРАСОТЫ || Идеи Крафтовой Одежды И Секреты Неотразимости С 123 GO! GOLD', 55, 'Лайфхаки')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/5d769dc4293145207e28b03e6970a7eb.mp4
https://rutube.ru/video/53f74c2181672b20629b465f76b055df/,"('Гипонихий ♀️Коррекция гелем и дизайн за 5 минут', 44, 'Красота')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/53f74c2181672b20629b465f76b055df.mp4
https://rutube.ru/video/7652b7b0559376cd9fd77d887f691c80/,"('Вся правда о блефаропластике', 44, 'Красота')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/7652b7b0559376cd9fd77d887f691c80.mp4
https://rutube.ru/video/69e5ab73da13fdb0e6f9a21c06105231/,"('ПОКУПКИ КОСМЕТИКИ  январь 2024!!! ЛЮКС и БЮДЖЕТ. + ОТЗЫВЫ и СВОТЧИ!!!', 44, 'Красота')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/69e5ab73da13fdb0e6f9a21c06105231.mp4
https://rutube.ru/video/aebb20b0eb8dc63b515197905860449a/,"('ТРЕНДОВЫЕ СТРИЖКИ- 2020, КОТОРЫЕ ОСВЕЖАТ ВАШ ОБРАЗ/TRENDY HAIRCUTS-2020 THAT WILL REFRESH YOUR IMAGE', 44, 'Красота')",8,Beauty,Красота,https://storage.yandexcloud.net/rutube-tagging/aebb20b0eb8dc63b515197905860449a.mp4
https://rutube.ru/video/e57f037486694f4cf0ddc7b77a7492fe/,"('Суп с кальмаром и зеленью в восточном стиле', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/e57f037486694f4cf0ddc7b77a7492fe.mp4
https://rutube.ru/video/96b277bc9e2107fd77174e4f87ecdff4/,"('ПРАЗДНИЧНЫЙ стол ! ДВА рецепта из ФАРША!  Мясные  в слоеном тесте! КОТЛЕТЫ с Грибами и СЫРОМ!', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/96b277bc9e2107fd77174e4f87ecdff4.mp4
https://rutube.ru/video/dcffcadf5d0d4a9d3d5dfd2c29fb56d0/,"('Как приготовить жареные роллы дома_!!! Темпурные роллы.', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/dcffcadf5d0d4a9d3d5dfd2c29fb56d0.mp4
https://rutube.ru/video/74e03c3819ea6ae78671d5c403784d30/,"('ТОП рецепт - МЯСО и КАРТОФЕЛЬ с СЫРОМ - ИДЕАЛЬНОЕ СОЧЕТАНИЕ', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/74e03c3819ea6ae78671d5c403784d30.mp4
https://rutube.ru/video/bf589821514a40de2b98966d92403bd8/,"('Сербский Люля-кебаб - ПЛЕСКАВИЦА. Мощная котлета на Гриле!', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/bf589821514a40de2b98966d92403bd8.mp4
https://rutube.ru/video/a525b7c6bf18ce377f18bae98f0c9db4/,"('БЕЗ ЯИЦ, ЖЕЛАТИНА и СЛИВОК! ? Нежнейший  КРЕМОВЫЙ  Десерт Рецепт   Кулинарим с Таней', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/a525b7c6bf18ce377f18bae98f0c9db4.mp4
https://rutube.ru/video/e90892034d17851c8911402900f314f8/,"('Король Десертов. Кубок Агзамова: Десерты-иллюзии', 43, 'Телепередачи')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/e90892034d17851c8911402900f314f8.mp4
https://rutube.ru/video/8eb4cf202f3a566018f068b7f026b4c0/,"('ПРАЗДНИЧНЫЙ ДЕСЕРТ!!! ТОЛЬКО МОЛОКО И МАНДАРИНЫ!', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/8eb4cf202f3a566018f068b7f026b4c0.mp4
https://rutube.ru/video/541dc4e3c1963d649639d74cf34c2d90/,"('ДУХОВКА БОЛЬШЕ НЕ НУЖНА! Сразу Три рецепта десертов БЕЗ выпечки | Кулинарим Вместе Кулинарим с Тане', 13, 'Разное')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/541dc4e3c1963d649639d74cf34c2d90.mp4
https://rutube.ru/video/6d303805cc762e720606713af0d6df87/,"('Десерт от которого НЕВОЗМОЖНО оторваться, Кулинария !', 59, 'Еда')",9,Cooking,Кулинария,https://storage.yandexcloud.net/rutube-tagging/6d303805cc762e720606713af0d6df87.mp4
https://rutube.ru/video/66ab21b180ab0cd9953be3971ad26561/,"('я проверил класс', 55, 'Лайфхаки')",10,Life Hacks,Лайфхаки,https://storage.yandexcloud.net/rutube-tagging/66ab21b180ab0cd9953be3971ad26561.mp4
https://rutube.ru/video/d5ee283324df905e46a57f0805420929/,"('УДИВИТЕЛЬНЫЕ ЛАЙФХАКИ С БАНКАМИ', 55, 'Лайфхаки')",10,Life Hacks,Лайфхаки,https://storage.yandexcloud.net/rutube-tagging/d5ee283324df905e46a57f0805420929.mp4
https://rutube.ru/video/2cb41677dfc1e961bb1e648fc6b80157/,"('АРБУЗНЫЕ ЛАЙФХАКИ', 55, 'Лайфхаки')",10,Life Hacks,Лайфхаки,https://storage.yandexcloud.net/rutube-tagging/2cb41677dfc1e961bb1e648fc6b80157.mp4
https://rutube.ru/video/64343fbf34e57424b2a9fa9fa02ef9d5/,"('17 УМНЫХ КУХОННЫХ ЛАЙФХАКОВ, ЧТОБЫ ОБЛЕГЧИТЬ ЖИЗНЬ', 55, 'Лайфхаки')",10,Life Hacks,Лайфхаки,https://storage.yandexcloud.net/rutube-tagging/64343fbf34e57424b2a9fa9fa02ef9d5.mp4
https://rutube.ru/video/4b863352e1fcad956603462be50c2162/,"('Топ хитростей автоперекупов', 2, 'Авто-мото')",10,Life Hacks,Лайфхаки,https://storage.yandexcloud.net/rutube-tagging/4b863352e1fcad956603462be50c2162.mp4
https://rutube.ru/video/02f39f041881c92c7aa266b56bb78346/,"('Знакомый электрик поделился хитростью!', 55, 'Лайфхаки')",10,Life Hacks,Лайфхаки,https://storage.yandexcloud.net/rutube-tagging/02f39f041881c92c7aa266b56bb78346.mp4
